pct_wild_mouse	screen_height	pct_input	pct_scrandom	pct_scroll_move	pct_click_product_info	wild_mouse_duration	session_start	total_load_time	pct_click	screen_width	pct_doubleclick	product_ean	pct_mouse_move	user_id	session_id	pct_scroll_move_duration	ack	scroll_move_total_rel_distance	page_activity_duration	mouse_move_total_rel_distance	browser_name	pct_rage_click	session_duration	pct_mouse_click
31.85641	1080	6.39380	71.00462	82.52563	16.46197	17.28274	2023-08-31 23:01:00	0.42237	19.30638	1024	13.91458	8241199523860	18.86920	1109	442342	15.49857	1.00000	19.90978	16.41652	19.63565	other	37.60194	75.32642	16.80614
60.37556	lower	0.72130	41.56678	26.33426	26.07666	15.17664	2021-12-30 09:07:53	2.74565	17.52969	800	14.44299	8990741593898	19.67509	1282	1380244	19.73788	1.00000	14.12414	15.82219	18.39601	firefox	64.66335	214.78739	15.14097
56.17386	600	2.71210	32.43783	34.16030	49.57564	16.43863	2023-03-23 17:05:22	2.99980	16.82975	1920	18.92526	9991197893319	19.76144	1200	598186	15.14662	0.00000	18.89576	16.70588	15.75171	edge	63.89391	196.54667	12.43855
52.87276	768	0.51849	50.41238	56.79886	42.89334	14.87799	2021-07-16 21:14:16	1.38013	18.56121	higher	14.54184	0433796240037	15.18316	245	184233	12.68343	1.00000	18.97724	17.66467	16.09013	mobile	52.10853	111.27870	16.63352
33.84186	1024	3.57101	54.17213	23.56175	56.78512	16.70812	2021-06-10 12:26:10	1.19365	17.42890	1024	13.77758	5599201771802	15.35113	1683	474303	19.74761	1.00000	9.36672	16.13140	17.45956	firefox	49.35039	182.98830	14.29192
48.34232	1024	2.52619	44.47105	51.60465	48.04828	16.36940	2021-06-19 06:28:16	6.89800	21.64488	1024	13.65766	8028550763932	18.55521	2201	511817	13.86077	0.00000	22.11108	18.02539	18.01076	edge	53.50828	176.09782	16.63069
51.30608	lower	1.76733	43.92575	50.49391	62.09223	16.02274	2019-01-19 12:07:17	12.34345	14.58344	1280	14.25881	1255724894636	17.52726	1091	519005	19.55507	0.00000	8.80705	16.22027	14.38024	mobile	43.27475	71.90976	14.28514
65.40699	1080	0.99599	47.26976	25.75970	58.01775	15.47643	2019-11-16 08:24:54	1.29264	19.67776	800	10.60080	6752364896853	14.05551	480	1352710	16.69667	0.00000	10.58724	17.02807	21.66076	firefox	50.77373	132.86011	14.34264
53.45878	600	0.64508	57.50180	45.34449	42.13910	15.07454	2023-02-07 20:17:22	2.13456	16.80865	1920	14.67814	4085184612740	17.49651	1157	1440576	12.65308	0.00000	18.91639	17.00807	17.01590	safari	61.84254	143.72210	15.87847
55.95100	600	1.09505	38.57896	42.76587	42.41804	15.56569	2023-03-02 16:36:22	4.15082	15.58121	1280	15.33151	9061891002215	17.56238	560	664547	17.67535	0.00000	11.46028	15.23348	16.04776	firefox	43.06616	139.71010	13.12258
47.07406	800	0.30623	43.64542	52.11214	10.56736	14.42534	2019-07-11 13:47:22	3.81498	18.75135	1280	13.95628	5234506918278	19.26805	1077	1114120	15.43215	0.00000	16.60583	15.73956	17.77859	edge	70.12630	142.95062	13.78620
48.16544	800	1.31729	50.00964	68.07056	64.21330	15.74093	2022-07-29 22:48:18	3.55603	17.99459	1920	14.38198	5381363773066	15.82419	1703	260133	16.80795	1.00000	14.55778	17.50933	18.31909	mobile	55.21385	121.58084	15.45590
57.15820	600	5.68280	40.69299	73.40432	62.79836	17.16611	2023-05-16 05:00:15	3.18611	19.52527	1920	16.56771	8980809384605	15.55763	580	1008690	13.91417	1.00000	19.25201	17.85438	17.33032	safari	68.88166	136.82512	14.72875
44.72417	768	0.81194	53.00649	42.57341	47.61696	15.28582	2020-02-17 17:31:04	1.64706	16.96308	1024	14.97530	9539201164163	14.12546	1247	589788	16.14047	1.00000	11.87482	15.01790	18.68431	edge	45.76867	140.24878	13.41844
53.77281	800	4.24998	51.78055	56.69432	27.36317	16.87932	2022-05-20 18:14:43	1.33338	13.24128	lower	13.32855	7683640166546	21.32525	1335	730886	19.18051	0.00000	13.15248	15.82710	16.14159	edge	54.15641	167.57047	17.30421
25.45093	1080	2.83546	58.41245	56.93954	47.36318	16.48215	2020-09-19 07:25:50	4.24912	16.90338	1024	15.33962	9516038444842	13.90201	1916	1125633	16.43340	1.00000	11.80512	14.92622	18.97794	safari	71.61028	187.90166	13.39350
21.05738	1080	1.37478	20.67318	44.04219	56.95466	15.78168	2020-05-22 06:10:12	5.42227	17.21910	1280	15.19343	7264836445760	18.22076	2497	1377153	15.84499	0.00000	13.38049	16.88210	16.05761	edge	36.53192	99.49463	11.85580
42.45817	768	1.58516	54.24895	54.34788	50.02565	15.91798	2020-08-31 01:42:28	5.37814	18.23953	1280	13.55880	2364954366352	20.24283	1578	742718	18.33377	1.00000	17.33068	16.37574	19.77874	mobile	52.72929	170.33732	16.84741
51.77059	768	2.74269	44.14398	30.37329	41.26160	16.44963	2018-10-11 10:22:21	8.07641	14.48179	1024	15.11092	3835233363717	18.62296	532	159079	19.24278	0.00000	11.14175	16.98466	16.61942	chrome	43.70590	80.76000	14.39204
56.44701	800	3.56988	59.95344	49.36669	55.79435	16.70784	2021-12-12 13:54:18	1.66741	18.96406	800	14.73003	8884727332833	15.52499	691	548432	12.58590	1.00000	19.96985	15.52827	15.27162	edge	66.18794	230.24207	16.99670
61.98670	768	0.40612	41.47937	25.08526	40.21370	14.66454	2021-02-18 13:31:44	4.00717	17.73953	1280	15.85011	9487513601435	14.43522	2022	1481402	14.97639	1.00000	15.57845	16.32353	17.18469	chrome	65.52932	73.61222	14.81633
45.87741	768	5.35435	54.29519	48.02741	55.28241	17.10725	2022-11-30 00:44:00	1.77991	20.12498	lower	14.86556	0019705123419	13.84326	2452	1038485	13.08602	1.00000	17.61612	14.58902	19.26849	edge	49.30284	154.75115	14.37985
54.56288	1080	8.31018	51.93845	39.30325	63.18793	17.54255	2022-02-01 16:02:58	4.79515	17.76278	1024	12.77111	1271146038335	14.15721	2076	476817	12.19050	1.00000	16.68945	17.14641	16.84708	safari	35.69334	178.24433	16.79601
69.91001	1024	7.59135	61.41654	60.96292	29.73469	17.45283	2019-02-09 21:26:14	2.98429	18.79640	1280	15.00230	4434730658457	15.79652	1128	1489329	14.30896	1.00000	16.57576	14.82931	18.36739	chrome	56.46322	237.39589	14.05464
56.39703	600	0.50586	23.34853	44.63023	31.01817	14.85622	2022-04-10 06:49:02	4.47824	18.10370	1366	17.35055	5774911167033	20.83230	87	1348857	13.27860	0.00000	24.87781	15.08092	17.86797	edge	49.56997	45.61016	16.35401
48.34286	800	0.22755	70.89174	53.07835	39.66503	14.18761	2020-06-24 21:20:03	5.18772	15.35790	1280	13.62574	3507367135637	15.51938	2360	997660	15.29404	1.00000	12.49050	15.41623	16.11214	chrome	46.81126	155.42477	15.39527
47.00665	1024	4.02683	22.63104	34.81124	78.91036	16.82625	2019-04-07 21:25:19	0.80361	19.58350	1920	14.61024	4309518255589	14.81477	859	1063107	13.36327	1.00000	17.57780	18.51467	17.99587	chrome	59.01474	191.55123	14.81856
73.26992	800	1.18687	42.74681	63.67182	30.88180	15.64183	2019-10-31 03:46:52	10.57115	18.00530	800	15.30156	8603638061287	15.42218	707	717912	14.97396	1.00000	15.25056	15.18567	18.00266	other	52.43376	55.02090	13.93485
48.10090	1080	1.36933	58.36366	34.78432	56.52655	15.77800	2022-07-10 12:43:24	1.27805	17.31401	1280	16.03785	9256243745456	19.12705	1263	868430	18.90309	1.00000	12.68618	17.09119	17.05420	edge	66.51526	102.16988	12.12266
67.41878	1080	4.13615	58.44498	55.87896	32.11277	16.85262	2018-12-22 02:13:34	6.12803	15.47916	1920	16.80780	9813561524240	18.34735	2421	817304	14.01478	0.00000	18.25278	16.62814	17.98508	mobile	75.03013	110.85618	14.48434
47.96653	lower	3.19830	51.28502	43.46770	31.90778	16.60001	2023-09-21 04:55:01	7.59785	13.94062	1024	13.61323	2968152734489	18.00663	2418	1013313	17.97657	0.00000	8.58725	15.93493	13.91389	chrome	59.99122	77.24686	13.51443
52.24954	1080	10.10721	39.99644	30.81860	59.96339	17.73697	2022-07-31 00:41:17	1.78291	18.14010	1920	15.57939	7169987970355	16.85330	1508	207087	14.56726	0.00000	18.86626	16.45203	19.53745	firefox	52.23621	-23.55197	15.58436
43.12258	768	5.85614	69.97213	49.73107	42.15394	17.19581	2021-07-24 11:04:03	1.04987	18.39168	1366	17.74572	5462695585869	20.16699	2362	428642	17.45029	1.00000	19.41941	17.24590	15.65608	chrome	57.21924	152.05578	14.78524
60.76258	800	5.39319	41.44633	38.52183	58.58259	17.11438	2022-08-31 01:15:54	4.91296	15.95902	1920	14.42115	7952899986893	22.53021	767	404386	20.22003	1.00000	11.71388	15.94896	16.63946	safari	77.27778	94.18980	12.58367
55.19536	1080	1.99570	52.44581	61.35095	47.06328	16.14032	2020-05-01 01:56:55	2.61768	17.98516	800	16.80079	7189892144016	19.55040	6	550194	13.89038	0.00000	20.67947	14.87323	16.16747	mobile	42.17478	132.94354	14.47156
71.05613	768	2.61998	31.45925	48.96112	40.48760	16.40492	2022-02-20 19:46:44	3.43838	15.08177	800	12.76683	1347025353025	16.56538	1717	402571	19.57601	0.00000	7.05166	16.40628	13.36316	edge	32.91899	39.47392	14.50722
50.20869	600	0.38484	66.60586	52.81591	59.07681	14.61777	2020-06-20 16:29:37	4.86911	13.31439	1280	14.50454	5468689211530	21.57260	259	1029992	20.78083	0.00000	14.80621	15.98634	16.52097	edge	48.42648	175.46561	18.97806
67.27770	768	1.38969	46.04133	42.59921	38.67326	15.79188	2021-09-26 06:06:12	4.68855	18.75852	1366	14.04562	7843975392427	16.78753	2395	607194	16.88362	0.00000	15.93435	15.71489	21.12856	mobile	48.84902	141.76994	15.42948
59.53362	600	5.51668	0.00000	27.93104	50.20899	17.13678	2021-02-25 07:39:50	1.93372	18.43606	1280	14.54207	4969703591641	15.03946	607	124958	13.41825	1.00000	17.04460	15.74618	16.69017	edge	41.23967	128.77020	15.36900
53.38459	800	2.85041	46.61902	68.31819	53.06994	16.48731	2019-01-30 09:17:11	1.05080	17.82796	800	12.67649	0310377545326	17.35072	1885	1295818	13.81053	0.00000	16.89289	15.12538	18.90617	edge	52.70558	167.64123	15.77571
52.94839	800	9.64882	25.99301	35.11452	62.97661	17.69085	2020-07-14 14:33:06	0.98612	20.93313	1280	13.46906	2536611629753	19.07619	1379	1141976	14.36335	0.00000	18.04561	16.86787	14.68416	chrome	55.00309	117.25951	13.90037
64.12953	1080	3.67742	55.51890	57.09450	40.99838	16.73696	2022-12-27 18:54:58	3.09067	17.85099	1366	15.32866	3743890105017	18.45099	608	244600	18.39687	1.00000	15.53711	13.77464	15.91693	safari	33.26040	256.15462	15.65359
60.07472	800	0.50296	45.28794	55.61160	56.16218	14.85104	2019-03-03 16:31:24	1.46524	15.75273	higher	14.51675	3426020218640	15.39247	2229	156313	15.13469	1.00000	13.73444	17.14432	16.32384	edge	35.29978	176.04122	15.39223
60.28704	800	0.27876	37.49399	37.95131	66.49391	14.34884	2020-12-20 04:44:17	12.28299	15.96775	higher	15.77811	8462814666858	19.31055	1796	347235	13.91478	0.00000	19.04121	16.09110	18.22320	chrome	52.93195	197.91862	15.12411
43.81713	1024	0.99587	40.75669	28.40990	47.26463	15.47615	2019-03-02 00:32:41	0.27933	21.10537	higher	15.14326	9251092921457	14.46806	1199	803990	11.33020	1.00000	21.98351	14.89404	16.97585	safari	67.25759	205.11741	16.30822
45.96342	1080	1.06666	45.81564	51.56847	43.99496	15.54081	2019-02-01 14:11:24	5.09497	15.74160	800	14.31538	5233186985525	14.33091	1910	126118	16.53955	1.00000	10.06521	17.88609	18.47488	edge	44.77777	129.89359	13.39619
52.03016	1080	3.58529	38.91266	54.31608	55.50684	16.71207	2019-05-14 08:43:58	10.25435	17.85294	higher	13.94330	4712384808276	18.82405	1367	59107	17.54818	1.00000	15.05800	15.94521	16.88687	edge	39.54909	168.84765	15.30780
55.09813	800	1.99581	36.89506	51.88447	31.99935	16.14031	2019-08-13 15:34:31	1.74904	13.55442	800	15.01531	9482893491089	18.37543	232	1053781	19.71481	0.00000	11.37753	15.92550	14.70706	chrome	55.32836	34.58808	16.44717
40.70296	1080	3.66889	35.44291	31.72242	67.27575	16.73471	2019-09-14 11:48:17	1.68496	20.86308	lower	13.03045	8075877204884	18.39504	2467	231076	14.25521	0.00000	19.81917	16.30567	17.92277	chrome	49.70605	161.89357	15.97323
69.99246	800	0.95172	50.36062	43.96224	72.29509	15.43363	2019-08-30 05:59:28	3.43495	18.35151	1366	14.01139	8517664861066	17.47994	2229	1053907	17.88764	1.00000	15.22798	16.14442	18.30683	chrome	55.06924	260.24248	16.02834
63.94302	600	10.21272	50.53607	41.54136	52.59573	17.74726	2022-09-22 00:59:03	0.90284	15.01688	lower	12.32817	0724520413170	19.24768	58	1114940	18.71164	0.00000	10.81012	16.69213	16.55344	chrome	54.84395	30.77388	15.51403
47.06253	768	3.55437	52.60593	21.18261	65.31703	16.70355	2022-11-12 22:45:00	4.64411	17.88460	1920	13.92413	2425720830481	18.50508	366	799438	17.38674	0.00000	13.44980	15.31655	20.52458	safari	44.51002	146.20486	12.97065
60.76589	600	0.84930	61.45265	33.28992	83.31155	15.32720	2023-09-16 17:19:52	2.97109	17.20541	1280	17.27108	8608991703812	18.82111	2311	877862	19.36641	1.00000	15.25985	17.52480	18.96315	chrome	56.44480	256.43636	13.89200
44.82267	800	6.50367	65.82676	32.00364	64.40852	17.29959	2020-03-24 02:54:06	0.52705	15.60192	1920	12.00338	4936862844895	19.02692	1365	1374118	17.10039	0.00000	11.75151	16.48746	14.74865	edge	53.97426	126.69406	15.43815
44.67772	lower	2.44773	41.45462	51.70197	29.84332	16.33853	2022-03-29 00:10:56	1.67745	14.86526	1280	14.24224	0672634840859	19.56332	1058	293425	17.27850	0.00000	12.93073	15.63814	13.77128	edge	64.18467	288.11376	14.94785
38.51993	800	0.65215	53.88868	53.20567	35.90784	15.08436	2020-01-06 11:13:58	5.60874	16.33442	higher	11.77731	3252704624977	13.67109	1749	308284	12.18943	1.00000	15.02651	15.55682	15.81567	chrome	57.86377	153.61309	17.73029
45.71444	lower	1.13646	54.13712	52.21497	63.59103	15.60076	2019-07-17 05:24:17	4.20904	16.26466	1280	17.56035	2179873358001	18.74459	1402	1266121	15.06250	0.00000	16.71068	16.22381	16.33518	edge	59.08214	289.64719	12.51991
69.88697	600	1.14654	69.33613	53.68725	61.49811	15.60902	2020-08-09 23:16:53	1.46848	16.57055	1366	12.60765	6523470178535	14.25024	1789	904118	12.92845	1.00000	14.92300	15.52746	16.38388	edge	33.90985	156.34197	16.73783
77.00718	600	8.42026	50.31604	40.02516	50.07714	17.55564	2022-10-13 12:17:36	7.45447	14.77570	1366	13.10146	8619428758527	16.70390	380	1066666	19.48358	0.00000	8.90583	18.28174	15.28646	safari	62.87264	173.86734	15.75399
53.93523	800	1.44073	27.53677	42.98560	40.71429	15.82628	2020-07-08 00:32:26	14.06964	19.13388	1920	14.62728	0938522664557	19.48308	2486	4560	15.29383	0.00000	17.27866	16.69553	16.56928	chrome	53.34739	154.87116	13.48193
56.15067	800	3.93029	55.14753	44.95581	28.31291	16.80237	2019-11-24 08:53:26	4.11441	18.43449	1280	15.43461	3007831630489	20.00440	680	785900	16.79952	0.00000	18.45043	14.34283	16.44103	edge	39.36270	133.87593	15.43843
59.15282	1080	1.13621	56.38908	55.78902	41.42993	15.60049	2023-04-03 18:55:48	6.68072	17.48477	1024	15.27422	3766591089769	16.62386	1287	903699	19.79061	1.00000	9.37654	17.88108	17.77644	chrome	62.94224	365.41091	11.79975
53.69426	600	3.82269	61.05624	56.49463	51.29777	16.77509	2022-08-01 15:00:10	7.87181	15.69734	800	14.75682	2727971273445	15.90061	2199	1214270	16.84934	0.00000	11.82615	15.81956	13.98925	chrome	63.31076	61.16178	14.87453
32.63946	1024	1.43165	46.17930	66.74876	49.63958	15.82050	2021-01-30 16:00:07	5.47729	17.59098	800	12.60558	0536924264650	15.98304	90	280788	19.73832	0.00000	9.92295	16.47060	18.92340	edge	46.82499	133.62737	15.15677
63.17114	lower	3.34360	42.32643	64.63232	65.64168	16.64349	2021-01-01 08:51:14	1.58454	19.06789	1366		5953814075632	20.56400	90	324689	15.26955	1.00000	21.62472	15.82371	18.25460	opera	47.02496	136.61062	15.01791
51.48991	1024	11.82419	44.41019	43.08127	56.99124	17.89294	2019-02-20 23:18:46	4.25734	15.22868	1024	14.25468	8249581895977	15.34592	1176	1490122	14.92959	1.00000	13.71598	14.29059	14.84371	firefox	49.96412	125.64676	16.19097
54.58632	higher	0.54024	38.36710	67.25240	47.98091	14.91501	2019-02-21 00:10:32	1.87806	16.04477	1280	10.59948	1291187308600	18.43861	856	839746	20.75990	1.00000	8.12402	15.88699	18.19768	other	45.09334	139.80256	15.78311
50.54266	higher	0.42580	42.66054	37.30481	66.34459	14.70510	2023-05-14 04:48:48	1.22286	18.26117	1024	14.82128	5105731994859	20.62616	603	732812	15.74653	1.00000	19.34598	15.94149	18.48685	chrome	57.59732	66.46184	15.29204
70.53144	800	3.38463	56.24718	51.07637	38.29004	16.65552	2020-08-31 06:29:55	1.63506	17.69712	800	15.71159	3699021216377	17.76011	1634	570518	13.43283	0.00000	19.79327	16.48655	17.59537	edge	58.64421	122.32074	15.46369
65.11237	768	1.14852	57.77006	33.16131	58.69259	15.61063	2021-01-02 15:00:51	0.21944	17.54300	1366	14.61252	4418873070864	17.13050	2125	321218	15.13797	0.00000	16.10271	16.51521	19.39488	edge	46.38475	239.31371	14.48931
61.70429	1080	2.92904	68.80856	48.24800	21.45355	16.51386	2021-06-10 15:17:31	3.28543	17.81992	1920	14.69835	1111829717341	18.17013	915	187085	16.75044	0.00000	14.17350	15.15952	19.63343	chrome	61.08530	163.68413	12.84230
47.54667	1024	0.75128	32.57335	52.68384	44.92974	15.21396	2023-08-06 03:54:04	4.00158	18.29145	800	15.67481	4083601317162	18.36873	90	720443	17.57307	1.00000	15.23220	15.70973	15.50574	chrome	59.43946	93.07675	14.04593
54.82667	1080	1.20627	18.69948	49.70578	58.26966	15.65706	2019-02-24 21:19:07	0.89276	20.46727	1366	14.90524	1771338056913	19.78660	1150	834348	14.43305	0.00000	20.31757	18.07220	15.84788	firefox	63.12360	156.13616	14.48182
40.00563	lower	2.42009	47.44291	43.67608	47.22745	16.32755	2022-05-03 10:45:48	1.62241	17.86375	1024	13.77626	8315635198216	18.27645	708	284960	18.54081	1.00000	13.80379	16.71679	18.50144	chrome	63.86929	134.90740	15.13252
50.70191	1080	1.25471	49.13161	19.39091	59.47823	15.69435	2019-11-19 19:40:00	2.29841	17.67309	1366	15.84639	4279507851729	16.31556	1631	1007680	18.03173	1.00000	12.24150	16.41747	16.43949	firefox	59.94413	180.52571	12.95932
61.76517	800	9.59945	44.87593	56.87121	41.21567	17.68575	2018-10-01 14:02:06	2.73303	16.59639	800	13.73669	4730028389103	15.66867	2455	1178051	14.98383	1.00000	13.09167	15.30943	18.25467	edge	51.40212	212.47681	14.12682
35.10257	1024	2.96124	39.84628	49.52469	57.30891	16.52456	2023-03-28 01:41:40	6.30236	16.48957	lower	11.19875	3560837164896	17.82058	1166	1305662	20.34397	1.00000	8.09766	15.71536	18.54787	edge	77.14240	142.28888	14.81108
60.77820	600	2.67559	38.49290	30.08544	42.51169	16.42539	2020-05-19 11:02:50	4.62784	20.36211	1024	15.02757	5198252424851	16.64008	2202	1103868	13.69120	1.00000	22.06211	14.84000	18.20278	opera	42.35816	96.50790	17.38786
29.04146	768	1.59433	53.86713	49.27279	67.67693	15.92357	2019-11-03 05:34:33	2.66633	17.73472	1280	12.42581	9287253077350	17.78596	1366	1453122	19.35738	1.00000	12.59995	14.60420	18.74328	edge	55.26676	192.19646	16.38859
53.86764	768	1.34022	40.29860	45.89835	49.25619	15.75734	2023-03-25 05:49:21	6.46678	17.36599	1920	15.33326	2763830676774	15.79847	1038	658559	18.82539	1.00000	12.05529	15.71923	19.56048	mobile	57.12006	212.20483	13.97536
55.95372	768	1.06851	28.42203	37.44159	39.07331	15.54234	2019-03-03 20:29:55	2.33695	17.12004	1366	16.34658	5399859948980	19.07065	1232	1030998	19.12531	1.00000	12.30422	15.33343	17.29612	edge	44.75561	132.43679	11.75705
64.42768	600	14.60676	40.30090	23.98854	44.95121	18.10323	2019-06-09 21:02:17	1.33917	19.31871	1366	15.36674	6658483828822	13.90582	623	488421	14.87490	1.00000	15.33735	16.74052	18.90686	mobile	75.44182	26.76993	13.77858
37.59718	800	1.26255	36.80900	23.01066	45.71481	15.70044	2022-06-25 05:48:47	1.06449	16.59301	800	11.85539	6027193824378	16.29885	236	527857	19.45993	0.00000	6.28411	16.97761	15.34730	mobile	68.71995	195.11026	13.14700
58.30509	1080	4.06507	58.78631	64.49721	59.89984	16.83555	2022-05-19 22:20:28	6.95459	18.27112	1366	15.02113	5207675035060	16.98050	1907	669465	14.78532	0.00000	17.47654	18.25160	18.87907	opera	65.01336	154.82900	14.84130
46.30251	800	1.13201	44.29847	40.21922	43.03617	15.59702	2020-07-24 18:26:49	2.92875	16.77054	1366	12.83258	8021981707902	13.20215	1166	655174	13.39505	1.00000	13.42603	14.47122	18.20224	safari	44.68064	117.60164	15.61525
35.25585	1080	2.97842	33.74941	56.82314	30.84624	16.53025	2021-03-13 16:58:19	1.69908	16.80270	1280	12.57727	1429761609793	16.44390	508	209422	18.94816	1.00000	8.68056	14.60055	18.63180	safari	45.88822	93.84449	13.50664
41.88404	1024	2.15054	43.27137	56.76247	60.51713	16.21269	2020-12-08 22:14:50	5.00283	17.42786	higher	11.59576	9425932824240	16.98406	342	806279	20.49502	0.00000	5.52239	16.28630	15.56575	firefox	60.20494	142.45309	12.37065
34.52900	600	3.07106	49.21319	51.78818	46.74743	16.56023	2020-05-19 06:22:57	0.85239	19.65396	1366	16.92711	2679616056077	16.02767	1846	377377	14.50056	1.00000	18.90726	16.83342	17.54603	chrome	61.19243	142.74700	14.05542
50.36746	higher	0.37414	40.52809	43.85045	23.79534	14.59380	2019-07-20 14:07:28	1.81635	16.34532	800	14.73435	4585596654364	19.10180	940	3397	13.00330	0.00000	18.08093	16.35272	15.89537	edge	60.93494	198.67507	14.68834
74.00293	lower	1.84587	58.84719	48.99689	54.33066	16.06468	2019-01-17 00:23:07	2.42301	17.69419	1024	14.57409	7700274278718	14.62388	992	659029	14.51240	1.00000	15.13785	16.46206	17.71608	other	50.78587	139.12129	15.01028
46.58665	higher	3.64512	45.55938	33.56422	57.67382	16.72831	2022-07-07 22:02:38	1.18821	15.27447	lower	16.03653	0200858287374	17.74779	2233	22411	16.48007	0.00000	14.59306	16.71276	16.51751	chrome	20.48948	192.93812	14.58900
58.74415	1024	4.16711	50.97527	34.08117	66.66448	16.85994	2021-09-06 21:41:49	1.26849	15.35349	lower	15.39111	5001959028638	15.87130	1617	322928	14.71070	0.00000	11.52038	14.29895	12.78823	safari	66.64531	184.11237	12.50866
69.90583	800	2.27309	37.46695	40.60847	66.61191	16.26644	2021-11-26 07:44:21	8.64900	17.69644	1920	15.83100	1808613411294	18.11167	1144	1109378	18.91770	1.00000	14.09302	14.60994	16.34816	edge	64.49168	195.29749	14.39684
53.05235	1024	5.05969	49.40151	58.09130	48.25622	17.05131	2021-05-14 01:11:03	6.94165	21.05323	1920	14.50305	7006319370523	14.40855	1025	663881	13.79781	1.00000	16.74775	16.20292	20.74106	chrome	70.72442	148.08567	13.06106
59.05700	600	23.29686	35.85277	51.74523	20.47036	18.56842	2022-04-03 16:45:50	4.62767	18.42132	1920	10.45423	3865389871897	11.48988	1819	30009	11.85723	1.00000	13.21098	15.45161	19.19632	chrome	56.63853	197.00091	16.16409
34.04811	1080	4.40184	55.75016	57.75998	68.22392	16.91393	2020-07-19 19:42:53	7.95029	19.95070	1920	16.94135	0291023711992	16.52645	2031	1333110	14.53658	1.00000	19.59043	16.56195	17.75157	chrome	38.30574	223.05791	14.15054
36.90822	1024	0.68572	46.20233	12.38699	61.91093	15.13013	2023-02-12 05:04:39	2.83730	14.28333	1024	12.26612	5306871785103	17.39276	86	127738	18.74784	0.00000	6.98901	16.51672	12.89419	safari	36.61721	131.84097	14.30190
48.33192	768	3.18497	60.61448	51.27704	44.03759	16.59593	2021-09-16 08:35:25	3.18453	17.62861	1280	14.86845	4195004960019	19.81145	1364	1035932	18.60045	1.00000	14.48358	17.41487	16.43332	edge	64.34277	116.64636	14.28094
50.52913	800	1.21512	62.44232	46.40969	36.68961	15.66414	2020-10-27 18:15:26	4.23196	17.08047	800	14.91856	1267482230229	19.66730	1139	226072	19.45065	1.00000	13.62358	15.83341	18.28419	firefox	69.16886	198.54485	14.25500
54.40871	lower	4.79916	75.12083	56.49441	30.48656	16.99916	2023-03-03 00:43:44	1.25214	17.27111	1024	16.69980	2555964068057	21.26892	1237	16553	14.50411	0.00000	19.79636	14.35938	16.03457	chrome	47.25342	159.35768	13.53713
69.95773	lower	1.93224	36.14523	47.44339	70.02243	16.10903	2022-03-05 15:53:23	2.15492	12.16354	1920	13.62764	5968607490493	18.52128	249	181404	17.45524	0.00000	8.90687	15.42961	11.98794	edge	58.97080	195.12404	14.74523
53.31623	600	1.95950	42.10408	58.97985	91.83594	16.12253	2023-09-03 11:37:28	1.17292	16.03070	lower	15.28871	5522563499350	19.86187	786	1308982	14.38084	0.00000	14.78229	17.75968	13.91422	edge	56.51797	83.59022	12.04619
62.49295	1024	1.43582	72.92130	37.79094	45.66646	15.82307	2019-12-21 06:12:44	12.19860	13.67471	1024	14.52860	8272032677679	21.48210	2349	1374828	17.18775	0.00000	14.90766	15.00681	15.41290	mobile	50.11022	105.19044	15.81380
55.07597	1080	1.73565	44.04223	16.49152	62.99873	16.00534	2018-12-14 05:06:18	5.75726	18.83596	1920	15.43166	8271551539437	17.41870	2429	704403	17.34439	1.00000	15.02726	16.45477	17.68069	safari	45.35251	197.59345	13.69727
41.38572	lower	12.35570	39.20168	25.40415	45.96444	17.93667	2022-10-27 16:15:34	3.11412	19.39726	1280	13.88049	3663638127098	17.34981	775	1433746	14.91839	0.00000	16.24716	18.70209	16.90012	chrome	54.20281	243.95566	14.10364
45.59478	800	1.96777	67.15985	50.84662	54.83962	16.12666	2023-06-19 16:25:29	3.32868	18.74243	1920	15.19163	3789253968240	20.07673	1840	1430825	13.77767	0.00000	21.49050	14.06411	17.35077	edge	84.72160	236.40570	15.62441
55.37505	higher	3.85919	35.97634	72.82243	77.09693	16.78442	2021-04-03 14:01:09	3.44220	17.56434	800	16.86770	6151151490944	13.93658	2012	670648	18.24154	0.00000	10.14819	16.14584	20.86662	edge	52.71419	207.75612	10.85336
51.26956	800	2.17862	47.53062	62.18658	38.09887	16.22526	2019-09-18 18:31:08	3.53034	14.21499	lower	14.83590	6197900804570	17.66359	967	251153	16.63092	0.00000	12.13203	16.04746	14.57226	opera	61.95526	191.04726	14.65091
56.16278	800	1.84252	46.71335	31.53217	59.49329	16.06298	2022-02-26 10:29:45	4.42642	18.33447	1366	12.80093	5027653856391	18.71774	1323	443731	16.42843	1.00000	16.62640	15.96524	20.20750	chrome	34.55783	96.06775	16.09822
43.69185	768	1.77263	25.38487	51.74761	40.70188	16.02568	2020-09-07 14:10:52	3.86273	15.99883	1280	15.22923	6616052224390	13.55499	816	806630	16.88872	1.00000	10.18929	16.81246	18.55168	chrome	60.60650	181.57239	13.27360
62.55527	1080	3.21438	21.54908	55.75681	56.98009	16.60490	2023-04-07 02:17:21	2.68740	18.94390	1280	14.33307	7191514347088	14.93404	1163	658019	12.21424	1.00000	19.09807	15.93147	16.98557	safari	62.11547	205.36200	16.24701
