code	location	store_name	product_ean
GB	Europe/London	Cowes	8939641991960
NZ	Pacific/Auckland	Gisborne	7819929863701
GB	Europe/London	Penzance	0370886094784
US	America/New_York	North Lauderdale	8503626221146
US	America/Los_Angeles	Bothell West	4011491014380
AU	Australia/Sydney	Nowra	5925822584710
RU	Asia/Vladivostok	Lesozavodsk	8220548165944
CO	America/Bogota	Honda	1972046834415
TZ	Africa/Dar_es_Salaam	Magomeni	8051799507562
EC	America/Guayaquil	Cuenca	8204030376131
RS	Europe/Belgrade	Sremska Mitrovica	1976861003728
IT	Europe/Rome	Montecchio Maggiore-Alte Ceccato	8176332418195
PH	Asia/Manila	Jagna	3752028438804
BR	America/Belem	Soure	4187761265186
KR	Asia/Seoul	Sinhyeon	6289865806970
RU	Europe/Moscow	Solntsevo	5248656471682
NL	Europe/Amsterdam	Schiebroek	5452023133374
DE	Europe/Berlin	Marburg an der Lahn	5989259083413
IN	Asia/Kolkata	Gorakhpur	0350755754056
IN	Asia/Kolkata	Aklera	7311088406060
TH	Asia/Bangkok	Roi Et	2079738704250
IN	Asia/Kolkata	Diamond Harbour	3011708365299
MX	America/Matamoros	Heroica Matamoros	9530796008382
ES	Europe/Madrid	Baza	0358835903257
BR	America/Maceio	Aracaju	7518999717784
US	America/New_York	Lutz	5903386957133
MG	Indian/Antananarivo	Ikalamavony	7452166408566
UG	Africa/Kampala	Kitgum	7062658183835
GB	Europe/London	High Wycombe	4524461025441
US	America/Denver	Kearns	3043200811677
NG	Africa/Lagos	Shagamu	4858696315054
US	America/New_York	Boston	2633984177475
GB	Europe/London	East Dereham	7309985678604
NL	Europe/Amsterdam	Hoogezand	5820478907565
EG	Africa/Cairo	Alexandria	6401882090259
US	America/Los_Angeles	North Tustin	5400954642106
TZ	Africa/Dar_es_Salaam	Mvomero	2629738817285
US	America/Chicago	Copperas Cove	7673267770554
IT	Europe/Rome	Francavilla Fontana	9974711712174
US	America/New_York	Sterling	7610144917022
CN	Asia/Shanghai	Shaowu	5582360613748
CH	Europe/Zurich	Adliswil	4912345531391
NO	Europe/Oslo	Harstad	7033019128741
US	America/Chicago	Lower West Side	1105359384845
US	America/New_York	Clermont	6675449719338
IT	Europe/Rome	Ariccia	5109610140344
VU	Pacific/Efate	Port-Vila	7257050287544
RU	Asia/Yakutsk	Aykhal	0361043638415
BR	America/Sao_Paulo	Soledade	2054690450162
US	America/New_York	Boston	5592881972262
TH	Asia/Bangkok	Thap Than	9882455439632
US	America/Chicago	Brentwood Estates	7477017027895
US	America/Chicago	Crystal Lake	6809688001248
CN	Asia/Shanghai	Licheng	8876892496786
PE	America/Lima	Chosica	8525155519433
VE	America/Caracas	Tinaquillo	8574880812906
NE	Africa/Niamey	Mirriah	3560466181110
CO	America/Bogota	Villa del Rosario	2507065617146
CN	Asia/Shanghai	Pucheng	9973384643198
AU	Australia/Melbourne	Frankston South	3267154617684
PK	Asia/Karachi	Kot Addu	3478306279753
US	America/New_York	Toledo	3303106006417
US	America/New_York	Martinsburg	4315793356576
CN	Asia/Shanghai	Boli	3973731909478
NG	Africa/Lagos	Ilesa	3547186333654
US	America/New_York	Sterling	2823862906802
IN	Asia/Kolkata	Parola	8174193246612
BE	Europe/Brussels	Temse	5571236520983
AR	America/Argentina/Buenos_Aires	Chacabuco	3505185010655
US	America/New_York	Lakewood	5727135844761
DE	Europe/Berlin	Burscheid	7231515295046
IN	Asia/Kolkata	Uran	9815815688357
TH	Asia/Bangkok	Yasothon	4946665244310
US	America/New_York	Toledo	6665778406375
FR	Europe/Paris	La Garenne-Colombes	4085109281815
PH	Asia/Manila	Jagna	0399331371034
RU	Asia/Barnaul	Novosilikatnyy	9575190792260
TN	Africa/Tunis	Beni Khiar	9317864076692
SY	Asia/Damascus	Tadmur	3209108321650
UZ	Asia/Tashkent	Andijon	1918655333062
PK	Asia/Karachi	Bhit Shah	4939338566109
SD	Africa/Khartoum	Ar Ruseris	6203839996528
NL	Europe/Amsterdam	Schiebroek	3434841790689
DE	Europe/Berlin	Gauting	1131606817903
US	America/New_York	Bon Air	7110662025327
TZ	Africa/Dar_es_Salaam	Magomeni	8875430764738
FR	Europe/Paris	Vienne	0686266271189
US	America/Chicago	Bourbonnais	4633850261077
US	America/New_York	Woodbridge	8993829978662
CN	Asia/Shanghai	Xinzhou	4619651758855
US	America/New_York	Deltona	4168832607821
PL	Europe/Warsaw	Brzeg	2015146410550
BR	America/Recife	Recife	6567967977775
SD	Africa/Khartoum	Ar Ruseris	7633738795868
AR	America/Argentina/Ushuaia	Ushuaia	0461109516104
IN	Asia/Kolkata	Parola	7423769331445
BD	Asia/Dhaka	Kushtia	5460531162007
BR	America/Maceio	Lagarto	9846470130578
RU	Europe/Moscow	Gavrilov-Yam	5327068272411
RU	Europe/Moscow	Petrozavodsk	4879893645027
TR	Europe/Istanbul	Sungurlu	9235981276545
IN	Asia/Kolkata	Madhipura	9592496414849
PH	Asia/Manila	Manaoag	4516977685257
US	America/New_York	East Haven	0863835150186
RU	Europe/Samara	Otradnyy	8245548410184
IN	Asia/Kolkata	Periyakulam	8691401661727
RU	Europe/Samara	Otradnyy	2790175289659
DE	Europe/Berlin	Walsrode	4073880501161
IT	Europe/Rome	Perugia	7281671766331
CN	Asia/Shanghai	Zhuangyuan	0644249585890
IN	Asia/Kolkata	Tiruppuvanam	3327574945276
PH	Asia/Manila	Guyong	5495342067586
FR	Europe/Paris	Colomiers	6860961925415
RU	Europe/Moscow	Krymsk	5290773882520
US	America/New_York	Front Royal	4931503227754
ZA	Africa/Johannesburg	Standerton	7416320796586
US	America/Chicago	Pekin	0156052453643
IN	Asia/Kolkata	Pune	6190561782577
ES	Europe/Madrid	Tudela	7857090504641
IT	Europe/Rome	Villabate	6121171821301
AU	Australia/Melbourne	Wheelers Hill	2172758240071
TN	Africa/Tunis	Msaken	8440926532827
VN	Asia/Ho_Chi_Minh	Sa Dec	8033416374788
US	America/Chicago	Muskogee	2512139943861
CN	Asia/Shanghai	Pingyi	7232851553586
BR	America/Sao_Paulo	Caldas Novas	4147021582361
NG	Africa/Lagos	Kafanchan	5037788379382
PT	Atlantic/Azores	Ponta Delgada	7900916634913
IN	Asia/Kolkata	Elamanchili	9633139318954
FR	Europe/Paris	Valence	7277497081758
AU	Australia/Melbourne	Frankston South	8878715444295
IT	Europe/Rome	Malnate	8231860426989
GB	Europe/London	Kingston upon Hull	5548857321169
MX	America/Merida	Progreso	4124569589137
DE	Europe/Berlin	Dahlem	2252781883312
GM	Africa/Banjul	Farafenni	6535781074093
BG	Europe/Sofia	Aytos	9313783770604
MM	Asia/Yangon	Kyaikto	4612672611116
US	America/Los_Angeles	Bothell West	5572355749866
NZ	Pacific/Auckland	Gisborne	7263327740216
RU	Europe/Moscow	Bogoroditsk	0448436807297
TJ	Asia/Dushanbe	Vahdat	4298168331555
IT	Europe/Rome	Francavilla Fontana	8181558741330
IT	Europe/Rome	Castelfranco Emilia	7864946117290
US	America/New_York	Sterling	2821686923838
FI	Europe/Helsinki	Tornio	9526300555824
US	America/Chicago	Kaukauna	6320943380040
KE	Africa/Nairobi	Lodwar	2222995337840
IN	Asia/Kolkata	Talipparamba	9954067675774
MN	Asia/Ulaanbaatar	Ulan Bator	1796823874186
BR	America/Sao_Paulo	Iturama	1131599509144
JP	Asia/Tokyo	Namerikawa	3392140506823
RU	Europe/Moscow	Kashira	7243177891405
US	America/Los_Angeles	Bothell West	3439642730988
TN	Africa/Tunis	Msaken	2554197801622
AD	Europe/Andorra	les Escaldes	8539281595087
MX	America/Mexico_City	Oaxaca	6990251628167
CN	Asia/Shanghai	Wacheng	6825035172089
ID	Asia/Jakarta	Tebingtinggi	4263238746690
BR	America/Porto_Velho	Porto Velho	5818033177423
US	America/Los_Angeles	Bryn Mawr-Skyway	4789902392579
BJ	Africa/Porto-Novo	Tchaourou	8502918435308
US	America/Chicago	Lino Lakes	1359147522616
RU	Europe/Moscow	Tyoply Stan	0184427107389
AR	America/Argentina/Tucuman	Aguilares	5086029623265
RU	Europe/Moscow	Krymsk	3513001145870
US	America/Chicago	Greenville	6151143409039
ID	Asia/Makassar	Tarakan	3033110929012
KR	Asia/Seoul	Eisen	2798595168967
US	America/New_York	Acworth	6409008506158
NG	Africa/Lagos	Yenagoa	3678834834022
IE	Europe/Dublin	An Muileann gCearr	7401936757939
PK	Asia/Karachi	Bhit Shah	9464959549484
ID	Asia/Jakarta	Wangon	6945619643948
US	America/Chicago	San Juan	6363977815409
BR	America/Sao_Paulo	Viradouro	6208121813293
IN	Asia/Kolkata	Amreli	2825604604694
IT	Europe/Rome	Novara	4663564311874
NL	Europe/Amsterdam	Culemborg	8549734077206
TH	Asia/Bangkok	Phanat Nikhom	4511293395477
IN	Asia/Kolkata	Moga	7301285489089
AZ	Asia/Baku	Qazax	4174756380825
FR	Europe/Paris	Les Olives	4928874437936
DE	Europe/Berlin	Stade	3884153931247
IL	Asia/Jerusalem	Ramla	5121586611468
IT	Europe/Rome	Malnate	9952608157727
ZA	Africa/Johannesburg	Vryheid	3463096656433
PK	Asia/Karachi	Kanganpur	1406544868356
PK	Asia/Karachi	Jhol	2394161322636
IN	Asia/Kolkata	Srinagar	0657292037223
PH	Asia/Manila	Guyong	2586749156478
DE	Europe/Berlin	Bretten	7869931041901
BR	America/Santarem	Altamira	7614316061056
BJ	Africa/Porto-Novo	Tchaourou	3278088352442
ES	Europe/Madrid	Talavera de la Reina	9971148753589
GB	Europe/London	Inverness	1215136741560
PT	Atlantic/Azores	Ponta Delgada	2374108639294
CD	Africa/Kinshasa	Kasangulu	3253489517706
IT	Europe/Rome	Misterbianco	9756410641494
RU	Europe/Moscow	Petrozavodsk	3598907004575
IN	Asia/Kolkata	Betamcherla	5331088437927
RU	Asia/Novokuznetsk	Yashkino	4272839056954
ZA	Africa/Johannesburg	Vryheid	7186158837156
US	America/Los_Angeles	Encinitas	8118122375356
DE	Europe/Berlin	Bad Segeberg	4618489235194
CF	Africa/Bangui	Carnot	3062978755648
RU	Europe/Moscow	Petrozavodsk	1850957061116
PH	Asia/Manila	Naga	6745197178159
US	America/Detroit	Port Huron	4299288686273
RS	Europe/Belgrade	Negotin	3811446285930
FR	Europe/Paris	Mitry-Mory	7141596665600
DE	Europe/Berlin	Aschaffenburg	9504331410831
IN	Asia/Kolkata	Jais	1859476073396
PL	Europe/Warsaw	Jaworzno	9049707975526
US	America/New_York	Martinsburg	2156394638041
FR	Europe/Paris	Mitry-Mory	1770157014982
FR	Europe/Paris	Bar-le-Duc	4890283541910
US	America/New_York	Massapequa	9974971776626
AZ	Asia/Baku	Astara	1922767973900
US	America/New_York	Lexington	6502689747329
NL	Europe/Amsterdam	Barneveld	7909821970055
DE	Europe/Berlin	Bad Segeberg	1055679804588
MA	Africa/Casablanca	Jerada	8686603297249
IN	Asia/Kolkata	Pilkhua	3592827008910
US	America/New_York	Thomasville	8322001754648
KZ	Asia/Aqtobe	Shalqar	3924101351823
CA	America/Toronto	Sainte-Catherine	6768166012520
CN	Asia/Shanghai	Hushitai	9173296339152
GB	Europe/London	Viewpark	5745421878016
GB	Europe/London	Poulton-le-Fylde	3137947360519
BR	America/Sao_Paulo	Santa Gertrudes	0647019253326
IN	Asia/Kolkata	Sheoganj	5767984804097
GB	Europe/London	Winsford	3232157314304
MX	America/Matamoros	Heroica Matamoros	3859193020480
RU	Europe/Moscow	Kovylkino	9829083086432
CO	America/Bogota	San Carlos	7859010010706
US	America/New_York	Gainesville	6795673504125
CA	America/Vancouver	Kelowna	9830027405752
US	America/Los_Angeles	Redding	2560930257069
CN	Asia/Shanghai	Beidao	8832446186534
IT	Europe/Rome	Ragusa	2143727303615
PH	Asia/Manila	Santa Catalina	3316939266781
UA	Europe/Kiev	Kherson	1365968028510
SE	Europe/Stockholm	Boo	2004245597231
MX	America/Mexico_City	Paracho de Verduzco	8986186684888
US	America/New_York	Rutland	7380892831443
BJ	Africa/Porto-Novo	Tchaourou	9512802662559
RU	Europe/Moscow	Kashira	7099189523724
TH	Asia/Bangkok	Tak Bai	7844273749791
US	America/New_York	Lakewood	5587628478428
GB	Europe/London	Lymington	3416159668256
BG	Europe/Sofia	Montana	2262767514284
IN	Asia/Kolkata	Aistala	4464914145848
TH	Asia/Bangkok	Nakhon Pathom	1257742452874
BR	America/Cuiaba	Nova Xavantina	2983460799050
UG	Africa/Kampala	Arua	4000823073447
ID	Asia/Jakarta	Labuhan Deli	6162411360150
TN	Africa/Tunis	Beni Khiar	9754839657355
CN	Asia/Shanghai	Shaowu	2416872422006
BR	America/Sao_Paulo	Soledade	1715399680915
PK	Asia/Karachi	Alipur	1575081805862
GB	Europe/London	Blackpool	1588342338177
US	America/Chicago	Hutchinson	5138612545833
ES	Europe/Madrid	el Camp de l'Arpa del Clot	3224722950673
US	America/Chicago	Copperas Cove	4658996889626
IN	Asia/Kolkata	Haldwani	2295680242590
IT	Europe/Rome	Agrigento	7120834222287
US	America/Chicago	Rolla	2939404934674
IN	Asia/Kolkata	Moga	9838346793505
RU	Europe/Moscow	Tyoply Stan	6495812153770
RS	Europe/Belgrade	Negotin	6219898190425
JP	Asia/Tokyo	Nayoro	3285891739445
PK	Asia/Karachi	Larkana	2450247074476
NG	Africa/Lagos	Lagos	7948611563848
US	America/New_York	Dumont	6996068520113
IN	Asia/Kolkata	Barbil	3761221914305
ID	Asia/Makassar	Majene	1580346494804
GH	Africa/Accra	Bibiani	6703618349519
US	America/Los_Angeles	Pahrump	7817122480305
IN	Asia/Kolkata	Patti	4442420857790
BE	Europe/Brussels	Lille	9982281876035
CM	Africa/Douala	Idenao	1772670726397
ID	Asia/Makassar	Tarakan	5419683712875
BR	America/Sao_Paulo	Miracema	3372845183512
BR	America/Porto_Velho	Porto Velho	8159280024342
IE	Europe/Dublin	Athlone	8452197459093
PH	Asia/Manila	Talisay	2897400296755
GB	Europe/London	Arbroath	6250543472046
MY	Asia/Kuching	Donggongon	5101769925032
AT	Europe/Vienna	Floridsdorf	6170259764719
IN	Asia/Kolkata	Gariadhar	8204960546918
US	America/Chicago	Bourbonnais	2719858052069
BG	Europe/Sofia	Aytos	2733469775407
VN	Asia/Ho_Chi_Minh	Sa Dec	5059062521539
RU	Asia/Yekaterinburg	Lesnoy	8864125131719
MG	Indian/Antananarivo	Antanifotsy	5241082280415
ZA	Africa/Johannesburg	Standerton	1570335381826
US	America/Chicago	Estelle	3918891583670
HN	America/Tegucigalpa	Olanchito	8268683265594
US	America/Chicago	Kaukauna	9534832545060
MX	America/Mazatlan	Acaponeta	8784312610394
IN	Asia/Kolkata	Robertsonpet	5793951226630
IN	Asia/Kolkata	Haldwani	0062367588324
AU	Australia/Melbourne	Wheelers Hill	9208619131196
ES	Europe/Madrid	San Fernando de Henares	8415140236837
IT	Europe/Rome	Francavilla Fontana	9571094124114
NL	Europe/Amsterdam	Hoogezand	1562610300851
CN	Asia/Shanghai	Hushitai	0195303287439
CN	Asia/Shanghai	Zaozhuang	0978072290974
IN	Asia/Kolkata	Rajaori	7729691429961
US	America/Los_Angeles	Riverbank	3048513508160
DE	Europe/Berlin	Memmingen	8821909309047
JP	Asia/Tokyo	Shimotoda	2825238287409
CR	America/Costa_Rica	Liberia	8343634557932
CM	Africa/Douala	Mbalmayo	4195033731130
US	America/New_York	Taunton	6193439863804
TR	Europe/Istanbul	Mardin	7366608323617
CN	Asia/Shanghai	Foshan	9717738824372
AU	Australia/Melbourne	Carnegie	5034328206887
ID	Asia/Jakarta	Labuhan Deli	3735472705067
US	America/New_York	Keene	4381868312525
LT	Europe/Vilnius	Ukmerge	0589629345278
CO	America/Bogota	Honda	7792241511997
AT	Europe/Vienna	Sankt Peter	2445964312826
DE	Europe/Berlin	Gauting	7979476515420
ES	Europe/Madrid	Leioa	8110122394344
US	America/New_York	Malden	8622183257136
NG	Africa/Lagos	Lagos	6792491160915
ID	Asia/Jakarta	Kudus	3477975252845
CH	Europe/Zurich	Adliswil	3015301727942
US	America/Chicago	Palestine	6597480775657
NL	Europe/Amsterdam	Vught	8304937941507
US	America/Los_Angeles	Glendale	7856302874923
US	America/Los_Angeles	Santa Maria	5861546109856
CD	Africa/Lubumbashi	Beni	3630693401814
DE	Europe/Berlin	Siegburg	8894194241835
AT	Europe/Vienna	Sankt Peter	3376382393465
US	America/Denver	Ken Caryl	7815266384558
MA	Africa/Casablanca	Azrou	4898353687964
FI	Europe/Helsinki	Tornio	6978173243514
RU	Europe/Moscow	Gavrilov-Yam	9072663757448
TR	Europe/Istanbul	Silvan	3542553135251
US	America/New_York	Kendall	0871208498643
US	America/New_York	Scarsdale	8853600002330
DE	Europe/Berlin	Siegburg	4934163066589
CN	Asia/Shanghai	Haicheng	9459402881105
RU	Europe/Moscow	Malakhovka	2212323716300
DE	Europe/Berlin	Reutlingen	6881683169550
CU	America/Havana	Varadero	0463105638125
US	America/New_York	North Lauderdale	1887527004907
TR	Europe/Istanbul	Mudanya	2194001691409
GB	Europe/London	Cowes	8067034478122
RO	Europe/Bucharest	Sector 6	2303551360578
US	America/Chicago	South Lawndale	4129746389838
BR	America/Belem	Soure	8687338758968
BR	America/Sao_Paulo	Resplendor	4000916323879
IT	Europe/Rome	Malnate	4194069286737
RU	Asia/Yekaterinburg	Kachkanar	4417470103661
US	America/Indiana/Indianapolis	Greenfield	3111927722672
US	America/New_York	Middle River	3755849526408
KH	Asia/Phnom_Penh	Paoy Paet	7186110958448
RU	Europe/Moscow	Volokolamsk	2039950446574
CN	Asia/Shanghai	Danjiangkou	3236753744664
FR	Europe/Paris	Le Chesnay	6618178778436
ES	Europe/Madrid	el Camp de l'Arpa del Clot	7708871378084
ID	Asia/Jakarta	Muncar	7862207703473
US	America/Chicago	Tyler	4143219038177
PK	Asia/Karachi	Khairpur Mir’s	9442269027335
TH	Asia/Bangkok	Bang Ban	1424514314740
ES	Europe/Madrid	Segundo Ensanche	7589690007191
BR	America/Manaus	Itacoatiara	7079451678574
GB	Europe/London	Gainsborough	4763780199673
US	America/Chicago	Ada	3789808195862
AU	Australia/Sydney	Baulkham Hills	0450841548672
ES	Europe/Madrid	San Fernando de Henares	8865869202840
RU	Europe/Moscow	Naro-Fominsk	9350647557643
JP	Asia/Tokyo	Inawashiro	3367334434527
BR	America/Bahia	Rio Real	8692532015335
PG	Pacific/Port_Moresby	Mount Hagen	9291840554131
GB	Europe/London	Strood	4260880350046
DZ	Africa/Algiers	Cheraga	5541587127759
ID	Asia/Makassar	Balikpapan	6085384928984
BE	Europe/Brussels	Rixensart	7239060397277
IN	Asia/Kolkata	Kalavoor	8077195888456
PE	America/Lima	Yunguyo	1856744744002
DE	Europe/Berlin	Korschenbroich	4326279291717
DE	Europe/Berlin	Losheim	8386874506285
RU	Asia/Yekaterinburg	Izluchinsk	1299457135529
FR	Europe/Paris	Gonesse	0957835202515
BR	America/Sao_Paulo	Sarandi	6908080030730
BR	America/Sao_Paulo	Iturama	5359518580272
US	America/Los_Angeles	Lompoc	1313068397241
DZ	Africa/Algiers	Ksar Chellala	7812736905800
UA	Europe/Kiev	Kherson	7907896753481
SL	Africa/Freetown	Freetown	9120605115099
CN	Asia/Shanghai	Haicheng	7643178391414
US	America/Los_Angeles	Glendale	8911110535677
ES	Europe/Madrid	Ferrol	6663229204839
US	America/Denver	Carlsbad	9192745379068
NG	Africa/Lagos	Olupona	4987196021001
DE	Europe/Berlin	Siegburg	9850082851509
NG	Africa/Lagos	Argungu	8881833570692
JP	Asia/Tokyo	Nonoichi	2097119128532
TH	Asia/Bangkok	Phanat Nikhom	8828032565036
BR	America/Sao_Paulo	Santa Gertrudes	0091694693135
FR	Europe/Paris	Sceaux	0567866429418
US	America/Menominee	Iron River	1859899423723
RS	Europe/Belgrade	Negotin	5015732631069
US	Pacific/Honolulu	Kahului	4580447256940
DE	Europe/Berlin	Hechingen	6310703437091
GH	Africa/Accra	Mampong	7570148669535
RU	Asia/Yekaterinburg	Tavda	5555936269908
US	America/Los_Angeles	Kent	5426022574261
BR	America/Sao_Paulo	Santa Gertrudes	7983819481259
US	America/New_York	Middle River	3133536226655
MX	America/Mexico_City	Contla	8468039072627
GB	Europe/London	Hartley	0146187196607
ID	Asia/Makassar	Tarakan	5904498241554
ES	Europe/Madrid	Jumilla	1236569973069
TR	Europe/Istanbul	Gaziantep	5158247491671
CO	America/Bogota	Honda	6725751568442
US	America/Los_Angeles	Claremont	7512225147734
RU	Europe/Moscow	Buynaksk	5962067093720
ID	Asia/Makassar	Balikpapan	4937990436624
US	America/New_York	Palm Valley	2731931467225
JP	Asia/Tokyo	Komono	6194534559609
CN	Asia/Shanghai	Huangshi	7977175267848
VU	Pacific/Efate	Port-Vila	0113242012851
IN	Asia/Kolkata	Saharsa	0045890001331
PH	Asia/Manila	Burgos	7893331389486
US	America/New_York	Lakewood	7315502859463
US	America/Los_Angeles	Palm Desert	6145838918111
CR	America/Costa_Rica	San Rafael	0632252829094
US	America/New_York	Sun City Center	6491664249715
US	America/New_York	Toledo	0901810653861
RU	Europe/Moscow	Solntsevo	9509943119547
KZ	Asia/Almaty	Zaysan	5503325581438
US	America/Los_Angeles	Watsonville	7663991162336
PA	America/Panama	Veracruz	5083134097158
ID	Asia/Jakarta	Kediri	2082530615693
UG	Africa/Kampala	Arua	0988777318477
GB	Europe/London	Selby	4783968147692
BE	Europe/Brussels	Rixensart	7113031030236
IN	Asia/Kolkata	Chharra	4128614327248
BR	America/Maceio	Barra dos Coqueiros	0005412844235
CN	Asia/Shanghai	Haicheng	4181359096466
IL	Asia/Jerusalem	Rahat	8414828432516
JP	Asia/Tokyo	Karatsu	7183886237487
CN	Asia/Shanghai	Pingyi	1633042335947
CN	Asia/Shanghai	Tianfu	3102525283481
RU	Europe/Moscow	Kashira	6217250456240
CL	America/Santiago	San Bernardo	6421039707632
CN	Asia/Shanghai	Sishui	0441860160327
CN	Asia/Shanghai	Pingyi	5785494329930
DE	Europe/Berlin	Bad Honnef	2554123157823
DE	Europe/Berlin	Nidderau	2116982319325
US	America/Los_Angeles	Davis	1462086942541
BR	America/Sao_Paulo	Caldas Novas	8127269552520
RU	Europe/Moscow	Yablonovskiy	5580532158806
JP	Asia/Tokyo	Sasayama	7513189086039
CN	Asia/Urumqi	Hoxtolgay	9769367774085
ES	Atlantic/Canary	Maspalomas	9608686091872
GB	Europe/London	Bushey	8304218310275
ZA	Africa/Johannesburg	Mokopane	4911320926405
BR	America/Sao_Paulo	Itaperuna	8120264890109
TH	Asia/Bangkok	Roi Et	2246994640992
IT	Europe/Rome	Bisceglie	5490630576016
PH	Asia/Manila	Calauan	4649031087039
AR	America/Argentina/Buenos_Aires	Barracas	9349126320311
IN	Asia/Kolkata	Moga	0466584026384
IN	Asia/Kolkata	Jashpurnagar	1645446031714
CN	Asia/Shanghai	Hengshui	3260529312146
PG	Pacific/Port_Moresby	Mount Hagen	2565743146012
CZ	Europe/Prague	Karlovy Vary	1443496892947
US	America/New_York	Covington	5766803188233
IR	Asia/Tehran	Darreh Shahr	6484220360184
NG	Africa/Lagos	Igbara-Odo	2248802819439
GB	Europe/London	Chapletown	3848256285331
JP	Asia/Tokyo	Toba	6575404513622
NL	Europe/Amsterdam	Hardenberg	8402565587682
IN	Asia/Kolkata	Puducherry	4178506802117
NL	Europe/Amsterdam	Schiebroek	6374626292816
ES	Europe/Madrid	Baza	1747401286297
TZ	Africa/Dar_es_Salaam	Same	1103039618716
KZ	Asia/Qyzylorda	Kyzylorda	2443810413079
ID	Asia/Jakarta	Muncar	3768215647935
GB	Europe/London	Viewpark	0026236232695
RU	Asia/Yekaterinburg	Ishim	5189546957803
ID	Asia/Jakarta	Besuki	6786673837412
PL	Europe/Warsaw	Zgorzelec	2470122428828
GB	Europe/London	Lancing	9880436409698
TZ	Africa/Dar_es_Salaam	Iringa	2793123181784
US	America/Los_Angeles	Bryn Mawr-Skyway	2258709890981
IT	Europe/Rome	Agrigento	1533588906529
SD	Africa/Khartoum	Ar Ruseris	9552593723152
US	America/New_York	Brighton Beach	7413670401009
GT	America/Guatemala	Chichicastenango	7107464830945
VE	America/Caracas	Tinaquillo	2429862608014
JP	Asia/Tokyo	Hakodate	3641652865462
ES	Atlantic/Canary	Maspalomas	1106786907881
AM	Asia/Yerevan	Hrazdan	0391603790567
GB	Europe/London	Thetford	1053034269355
US	America/Chicago	Ada	6183622601658
ES	Europe/Madrid	Segundo Ensanche	3102746746475
FR	Europe/Paris	Quimper	0313084743047
RU	Europe/Moscow	Kovylkino	5824291166161
CN	Asia/Shanghai	Nanpiao	9086259772937
IT	Europe/Rome	Roseto degli Abruzzi	7137965296117
DZ	Africa/Algiers	Boumerdas	2340312439715
BR	America/Recife	Cabo	9656351076952
CN	Asia/Shanghai	Yanliang	0235052275537
GB	Europe/London	Inverness	7938057894606
DE	Europe/Berlin	Eppingen	0768239622966
TZ	Africa/Dar_es_Salaam	Kidodi	8440221985472
AR	America/Argentina/Cordoba	Rafaela	4500622858837
FR	Europe/Paris	Valence	4037489803026
UZ	Asia/Samarkand	Jizzax	8363780338513
US	America/Boise	Nampa	1202958512270
IN	Asia/Kolkata	Tiruppuvanam	9956552152494
CO	America/Bogota	Villa del Rosario	1447681197008
ID	Asia/Jakarta	Pekanbaru	9757716472089
RU	Europe/Moscow	Roslavl’	8441638345019
US	America/Chicago	Brentwood Estates	9340574555720
IN	Asia/Kolkata	Dharmapuri	2288817959492
BR	America/Manaus	Itacoatiara	5560192897468
CG	Africa/Brazzaville	Brazzaville	4995217784484
US	America/Chicago	Schererville	6203927477427
RU	Asia/Yekaterinburg	Ozersk	7928141425779
DE	Europe/Berlin	Oberhausen	0625985954041
EG	Africa/Cairo	Juhaynah	5388390298036
US	America/New_York	Port Richmond	2479607485493
CA	America/Vancouver	Vernon	4131927124138
TR	Europe/Istanbul	Mardin	5561834281317
US	America/New_York	Milledgeville	1504359066605
JP	Asia/Tokyo	Shinshiro	1008724093499
JP	Asia/Tokyo	Toyokawa	7794092282354
IN	Asia/Kolkata	Bhuban	3894474020766
BE	Europe/Brussels	Houthalen	2146359720362
IN	Asia/Kolkata	Sheoganj	1517858971868
BE	Europe/Brussels	Lille	1628047988731
IT	Europe/Rome	Montecchio Maggiore-Alte Ceccato	9071322519946
IE	Europe/Dublin	An Muileann gCearr	1597685513844
TZ	Africa/Dar_es_Salaam	Mvomero	3036151415179
CN	Asia/Shanghai	Zhuangyuan	1668801134868
IN	Asia/Kolkata	Pilkhua	8844238223211
RU	Europe/Moscow	Arzamas	8911537222563
US	America/Denver	Aurora	1854978170758
RS	Europe/Belgrade	Negotin	1175523159159
FI	Europe/Helsinki	Kallio	6703171520523
IN	Asia/Kolkata	Hungund	4903180535897
DE	Europe/Berlin	Friedberg	0162815485448
UG	Africa/Kampala	Kitgum	4829544328748
GB	Europe/London	Brierley Hill	5374454331900
CN	Asia/Shanghai	Zhoushan	2537653404261
MA	Africa/Casablanca	Jerada	4101788152793
IT	Europe/Rome	Castelfranco Emilia	1911505555904
IN	Asia/Kolkata	Periyakulam	6219572769008
US	America/Phoenix	Scottsdale	0232914078855
US	America/New_York	Fayetteville	1298248808222
GB	Europe/London	Thetford	8005695523102
US	America/Chicago	Westchester	7570280466030
IN	Asia/Kolkata	Robertsonpet	4324494568171
JP	Asia/Tokyo	Minokamo	8401280229907
IN	Asia/Kolkata	Barbil	7512794765292
IN	Asia/Kolkata	Chharra	7229835042419
JP	Asia/Tokyo	Nayoro	0201229393786
US	Pacific/Honolulu	Kahului	0325837367509
US	America/New_York	Kensington	3034135789094
US	America/Chicago	Jackson	7551747234539
SV	America/El_Salvador	Ilopango	5562450467543
BR	America/Sao_Paulo	Miracema	6814876967893
GB	Europe/London	Leyland	1729497153653
TH	Asia/Bangkok	Roi Et	9236024227036
